Publication Number,Level 1,Level 2,level 3,Level 4,Level 5
US9791575B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US9791575B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),AUTONOMY & POSITIONING,,,
CN206321272U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN206321272U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
CN206321266U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN206321266U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US10394937B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10394937B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),PUBLIC SAFETY,,,
US10302407B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US10302407B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
US10096894B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10096894B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),AUTONOMY & POSITIONING,,,
US10119818B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10119818B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US10140756B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10140756B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US10162057B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10162057B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US11204229B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US11204229B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
US10627211B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10627211B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
CN206223121U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN206223121U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
CN206223092U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN206223092U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
CN206223112U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN206223112U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
CN106768051A,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN106768051A,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US10920458B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10920458B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US10507863B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10520310B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10520310B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US10222492B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US10222492B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US10324607B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10324607B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),BUILDING,,,
CN106525116A,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN106525116A,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US10113871B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10113871B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US9941595B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US9941595B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),AUTONOMY & POSITIONING,,,
US9964417B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US9964417B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),BUILDING,,,
US9933248B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US9933248B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US10007270B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10007270B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),AUTONOMY & POSITIONING,,,
CN205785146U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN205785146U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
CA2893717C,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
CA2893717C,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),AUTONOMY & POSITIONING,,,
EP3304358A1,OTHER AREAS,ENGINEERING DESIGN/ CAD SOFTWARES,,,
US9970762B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US9970762B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US10571237B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US10571237B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
US10598476B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US10598476B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
US10222476B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10222476B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US10060769B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10060769B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US10545019B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US10545019B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US10704233B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10704233B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),BUILDING,,,
US10698042B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10698042B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),BUILDING,,,
US20180113079A1,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US20180113079A1,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US10451736B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10451736B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US20160261035A1,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US20160261035A1,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),AUTONOMY & POSITIONING,,,
US10352699B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10352699B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
CN105910566B,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN105910566B,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
JP2017135687A,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
JP2017135687A,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US10675725B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US10675725B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US20210409747A1,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US20210409747A1,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
WO2016123803A1,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
WO2016123803A1,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),AUTONOMY & POSITIONING,,,
US9396552B1,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US9396552B1,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US10060739B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10060739B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US9726482B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US9726482B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US10260873B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10260873B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US10725179B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10725179B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US10132653B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10132653B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US9862487B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US9862487B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US10337865B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10337865B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US9939263B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US9939263B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US9766341B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US9766341B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),AUTONOMY & POSITIONING,,,
US9530244B2,OTHER AREAS,ENGINEERING DESIGN/ CAD SOFTWARES,,,
US10572987B2,OTHER AREAS,ENGINEERING DESIGN/ CAD SOFTWARES,,,
US9482531B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US9482531B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
EP3006923A1,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
EP3006923A1,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US10036811B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10036811B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US10126124B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10126124B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US10394435B2,OTHER AREAS,ENGINEERING DESIGN/ CAD SOFTWARES,,,
US9709513B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US9709513B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
US10006766B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10006766B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US11215442B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US11215442B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
US9674423B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US9674423B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US10269178B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10269178B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),REALITY CAPTURE,,,
US9443312B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US9443312B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US10120067B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10120067B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US20200110180A1,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US20200110180A1,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
EP3032218B1,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
EP3032218B1,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
US10054422B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10054422B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
DE102014110801B4,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
DE102014110801B4,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
US9494413B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US9494413B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
DE102014116406B3,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
DE102014116406B3,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US9343796B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US9343796B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),AUTONOMY & POSITIONING,,,
US10234279B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US10234279B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
DE102015109076A1,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
DE102015109076A1,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
US9750479B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US9750479B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
US9411053B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US9411053B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),AUTONOMY & POSITIONING,,,
US9766343B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US9766343B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),AUTONOMY & POSITIONING,,,
CA2852891A1,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
CA2852891A1,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US10317186B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US10317186B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
US10176024B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US10176024B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
CN204852001U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN204852001U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
CN204854511U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN204854511U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MEASURING TOOLS/ INSTRUMENTS,,,
US9342743B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US9342743B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US20150346942A1,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US20150346942A1,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),BUILDING,,,
US20150346721A1,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US20150346721A1,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US9982992B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US9982992B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
USRE47140E1,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
USRE47140E1,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MEASURING TOOLS/ INSTRUMENTS,,,
CN204829149U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN204829149U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
CN204831248U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN204831248U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
CN204831247U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN204831247U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
CN204831246U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN204831246U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
CA2852326A1,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
CA2852326A1,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US10150166B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US10150166B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US10949067B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10949067B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),BUILDING,,,
EP2947630A1,OTHER AREAS,ENGINEERING DESIGN/ CAD SOFTWARES,,,
CN204806995U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN204806995U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MEASURING TOOLS/ INSTRUMENTS,,,
US10018836B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10018836B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US11232649B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US11232649B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
CN204788178U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN204788178U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MEASURING TOOLS/ INSTRUMENTS,,,
CN204757895U,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
CN204757895U,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MEASURING TOOLS/ INSTRUMENTS,,,
US10508899B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US10508899B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
US10323920B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US10323920B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
US9534890B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US9534890B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
US9470792B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US9470792B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US10618731B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US10618731B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US10107619B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US10107619B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
US10054439B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US10054439B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US9582870B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US9582870B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US9638550B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US9638550B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US9846063B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US9846063B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US10007254B2,OTHER AREAS,ENGINEERING DESIGN/ CAD SOFTWARES,,,
US9879967B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US9879967B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
US10106323B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US10106323B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US10139353B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US10139353B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
US9551778B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US9551778B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),AUTONOMY & POSITIONING,,,
US9837721B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US9837721B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),AUTONOMY & POSITIONING,,,
US9494403B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US9494403B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
US9803966B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US9803966B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
USD731904S1,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
USD731904S1,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
US9603300B2,BUSINESS FIELDS,GEOSPATIAL ENTERPRISE SOLUTIONS,,,
US9603300B2,GEOSPATIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),SURVEYING,,,
US9679349B2,OTHER AREAS,ENGINEERING DESIGN/ CAD SOFTWARES,,,
US9429416B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US9429416B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
DE102013113407A1,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
DE102013113407A1,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
US10030972B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US10030972B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),CMMS,,,
USD730212S1,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
USD730212S1,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MEASURING TOOLS/ INSTRUMENTS,,,
US10197394B2,BUSINESS FIELDS,INDUSTRIAL ENTERPRISE SOLUTIONS,,,
US10197394B2,INDUSTRIAL ENTERPRISE SOLUTIONS (SPECIFIC AREAS),MANUFACTURING AND INTELLIGENCE SOLUTIONS,,,
